sid;owner_name;owner_passportNum;owner_TIN(SSN);owner_email;owner_phone;property_type;property_area(square feet);property_location;property_distanceFromCenter (miles);property_numberBedrooms;property_numberBathrooms;property_pnumParking;property_centralHeating;property_airconditioned;property_basement;property_loft;property_sunExposure;property_requested_sale_rent_price;property_sale_rent_price (USD);commission(%);contract_duration(months);property_dateAnnounceRequest;property_dateofSale;type_business;store_ID;store_name;store_location;store_phonenumber;store_emailAddress
64;Billie LAUGHLIN;711111174;111-11-0063;BillieLAUGHLIN2155@gmail.com;907-488-1482;house;1710;1168 John Kalinas Rd,  NORTH POLE, AK, 99712;32;3;2;2;Y;Y;Y;Y;W;135000;131355;5;NA;15/01/2001;05/02/2001;sale;1;North Pole;71 ST. NICHOLAS DRIVE, NORTH POLE, FAIRBANKS NORTH STAR,Â  AK, 99705;907-488-4800;northpole@realstateUSA.com
65;Isabelle DOUGAL;711111175;111-11-0064;IsabelleDOUGAL2155@hotmail.com;907-488-1483;house;2034;1169 John Kalinas Rd,  NORTH POLE, AK, 99712;54;3;4;2;Y;Y;Y;N;N;214500;206237;5;NA;15/01/2001;13/02/2001;sale;1;North Pole;71 ST. NICHOLAS DRIVE, NORTH POLE, FAIRBANKS NORTH STAR,Â  AK, 99705;907-488-4800;northpole@realstateUSA.com
66;Abigail WALLIS;711111176;111-11-0065;AbigailWALLIS2155@hotmail.com;907-488-1484;house;2473;1170 John Kalinas Rd,  NORTH POLE, AK, 99712;6;4;3;3;Y;Y;Y;N;N;312000;311680;5;NA;15/01/2001;03/02/2001;sale;1;North Pole;71 ST. NICHOLAS DRIVE, NORTH POLE, FAIRBANKS NORTH STAR,Â  AK, 99705;907-488-4800;northpole@realstateUSA.com
67;Bella AIRD;711111177;111-11-0066;BellaAIRD2155@gmail.com;907-488-1485;house;2207;1171 John Kalinas Rd,  NORTH POLE, AK, 99712;53;3;3;2;Y;Y;Y;N;S;175000;173737;5;NA;15/01/2001;03/02/2001;sale;1;North Pole;71 ST. NICHOLAS DRIVE, NORTH POLE, FAIRBANKS NORTH STAR,Â  AK, 99705;907-488-4800;northpole@realstateUSA.com
68;Kaia CHAPPELL;711111178;111-11-0067;KaiaCHAPPELL2155@gmail.com;907-488-1486;house;1479;1172 John Kalinas Rd,  NORTH POLE, AK, 99712;14;3;3;2;Y;Y;Y;Y;S;221000;219928;5;NA;15/01/2001;19/01/2001;sale;1;North Pole;71 ST. NICHOLAS DRIVE, NORTH POLE, FAIRBANKS NORTH STAR,Â  AK, 99705;907-488-4800;northpole@realstateUSA.com
69;Lilly COWE;711111179;111-11-0068;LillyCOWE2155@yahoo.com;907-488-1487;house;747;1173 John Kalinas Rd,  NORTH POLE, AK, 99712;28;2;1;1;Y;Y;Y;Y;E;75000;68283;5;NA;15/01/2001;22/01/2001;sale;1;North Pole;71 ST. NICHOLAS DRIVE, NORTH POLE, FAIRBANKS NORTH STAR,Â  AK, 99705;907-488-4800;northpole@realstateUSA.com
70;Abigail GLYNN;711111180;111-11-0069;AbigailGLYNN2155@hotmail.com;907-488-1488;house;2287;1174 John Kalinas Rd,  NORTH POLE, AK, 99712;62;3;2;2;Y;Y;Y;N;W;220000;211424;5;NA;15/01/2001;12/02/2001;sale;1;North Pole;71 ST. NICHOLAS DRIVE, NORTH POLE, FAIRBANKS NORTH STAR,Â  AK, 99705;907-488-4800;northpole@realstateUSA.com
71;Olivia BATEMAN;711111181;111-11-0070;OliviaBATEMAN2155@hotmail.com;907-488-1489;house;2223;1175 John Kalinas Rd,  NORTH POLE, AK, 99712;56;3;3;2;Y;Y;Y;N;N;239000;237681;5;NA;15/01/2001;07/02/2001;sale;1;North Pole;71 ST. NICHOLAS DRIVE, NORTH POLE, FAIRBANKS NORTH STAR,Â  AK, 99705;907-488-4800;northpole@realstateUSA.com
72;Lily MCROBBIE;711111182;111-11-0071;LilyMCROBBIE2155@gmail.com;907-488-1490;house;845;1176 John Kalinas Rd,  NORTH POLE, AK, 99712;9;2;2;2;Y;Y;Y;N;E;124500;119620;5;NA;15/01/2001;29/01/2001;sale;1;North Pole;71 ST. NICHOLAS DRIVE, NORTH POLE, FAIRBANKS NORTH STAR,Â  AK, 99705;907-488-4800;northpole@realstateUSA.com
73;Kiara JOHN;711111183;111-11-0072;KiaraJOHN2155@hotmail.com;907-488-1491;house;1718;1177 John Kalinas Rd,  NORTH POLE, AK, 99712;57;3;3;2;Y;Y;Y;Y;W;180000;176417;5;NA;15/01/2001;30/01/2001;sale;1;North Pole;71 ST. NICHOLAS DRIVE, NORTH POLE, FAIRBANKS NORTH STAR,Â  AK, 99705;907-488-4800;northpole@realstateUSA.com
74;Luna MATTHEWS;711111184;111-11-0073;LunaMATTHEWS2155@gmail.com;907-488-1492;house;1086;1178 John Kalinas Rd,  NORTH POLE, AK, 99712;21;3;2;2;Y;Y;Y;Y;N;139900;131659;5;NA;16/01/2001;08/02/2001;sale;1;North Pole;71 ST. NICHOLAS DRIVE, NORTH POLE, FAIRBANKS NORTH STAR,Â  AK, 99705;907-488-4800;northpole@realstateUSA.com
75;Freya STOREY;711111185;111-11-0074;FreyaSTOREY2155@yahoo.com;907-488-1493;house;1605;1179 John Kalinas Rd,  NORTH POLE, AK, 99712;9;3;2;1;Y;N;Y;N;N;102400;99493;5;NA;16/01/2001;08/02/2001;sale;1;North Pole;71 ST. NICHOLAS DRIVE, NORTH POLE, FAIRBANKS NORTH STAR,Â  AK, 99705;907-488-4800;northpole@realstateUSA.com
76;Quinn COSGROVE;711111186;111-11-0075;QuinnCOSGROVE2155@gmail.com;907-488-1494;house;988;1180 John Kalinas Rd,  NORTH POLE, AK, 99712;63;2;2;1;Y;Y;Y;N;S;86000;78620;5;NA;16/01/2001;10/02/2001;sale;1;North Pole;71 ST. NICHOLAS DRIVE, NORTH POLE, FAIRBANKS NORTH STAR,Â  AK, 99705;907-488-4800;northpole@realstateUSA.com
77;Isabella CASSIDY;711111187;111-11-0076;IsabellaCASSIDY2155@hotmail.com;907-488-1495;house;952;1181 John Kalinas Rd,  NORTH POLE, AK, 99712;13;2;1;1;Y;Y;Y;N;S;130750;127833;5;NA;16/01/2001;12/02/2001;sale;1;North Pole;71 ST. NICHOLAS DRIVE, NORTH POLE, FAIRBANKS NORTH STAR,Â  AK, 99705;907-488-4800;northpole@realstateUSA.com
78;Zoe GERRIE;711111188;111-11-0077;ZoeGERRIE2155@hotmail.com;907-488-1496;house;1285;1182 John Kalinas Rd,  NORTH POLE, AK, 99712;27;2;2;1;Y;Y;Y;Y;E;122000;113565;5;NA;16/01/2001;30/01/2001;sale;1;North Pole;71 ST. NICHOLAS DRIVE, NORTH POLE, FAIRBANKS NORTH STAR,Â  AK, 99705;907-488-4800;northpole@realstateUSA.com
79;Freya O'SULLIVAN;711111189;111-11-0078;FreyaO'SULLIVAN2155@gmail.com;907-488-1497;house;1768;1183 John Kalinas Rd,  NORTH POLE, AK, 99712;69;4;2;0;Y;N;Y;Y;W;131500;122923;5;NA;16/01/2001;16/01/2001;sale;1;North Pole;71 ST. NICHOLAS DRIVE, NORTH POLE, FAIRBANKS NORTH STAR,Â  AK, 99705;907-488-4800;northpole@realstateUSA.com
80;Scarlett ASHER;711111190;111-11-0079;ScarlettASHER2155@hotmail.com;907-488-1498;house;1230;1184 John Kalinas Rd,  NORTH POLE, AK, 99712;62;2;2;2;Y;Y;Y;N;N;105000;98826;5;NA;16/01/2001;05/02/2001;sale;1;North Pole;71 ST. NICHOLAS DRIVE, NORTH POLE, FAIRBANKS NORTH STAR,Â  AK, 99705;907-488-4800;northpole@realstateUSA.com
81;Brooklyn OGSTON;711111191;111-11-0080;BrooklynOGSTON2155@yahoo.com;907-488-1499;house;2142;1185 John Kalinas Rd,  NORTH POLE, AK, 99712;36;4;3;1;Y;Y;Y;N;E;188500;184629;5;NA;16/01/2001;02/02/2001;sale;1;North Pole;71 ST. NICHOLAS DRIVE, NORTH POLE, FAIRBANKS NORTH STAR,Â  AK, 99705;907-488-4800;northpole@realstateUSA.com
82;Evelyn DUKE;711111192;111-11-0081;EvelynDUKE2155@yahoo.com;907-488-1500;house;1337;1186 John Kalinas Rd,  NORTH POLE, AK, 99712;67;2;3;2;Y;Y;Y;N;W;148500;145501;5;NA;16/01/2001;02/02/2001;sale;1;North Pole;71 ST. NICHOLAS DRIVE, NORTH POLE, FAIRBANKS NORTH STAR,Â  AK, 99705;907-488-4800;northpole@realstateUSA.com
83;Emma LENNOX;711111193;111-11-0082;EmmaLENNOX2155@yahoo.com;907-488-1501;house;1563;1187 John Kalinas Rd,  NORTH POLE, AK, 99712;63;3;2;3;Y;Y;Y;Y;N;240000;238758;5;NA;16/01/2001;01/02/2001;sale;1;North Pole;71 ST. NICHOLAS DRIVE, NORTH POLE, FAIRBANKS NORTH STAR,Â  AK, 99705;907-488-4800;northpole@realstateUSA.com
84;Emma BINGHAM;711111194;111-11-0083;EmmaBINGHAM2155@yahoo.com;907-488-1502;house;1065;1188 John Kalinas Rd,  NORTH POLE, AK, 99712;52;3;2;2;Y;Y;Y;Y;N;121500;116321;5;NA;16/01/2001;09/02/2001;sale;1;North Pole;71 ST. NICHOLAS DRIVE, NORTH POLE, FAIRBANKS NORTH STAR,Â  AK, 99705;907-488-4800;northpole@realstateUSA.com
85;Isla DODD;711111195;111-11-0084;IslaDODD2155@gmail.com;907-488-1503;house;1474;1189 John Kalinas Rd,  NORTH POLE, AK, 99712;26;3;3;2;Y;Y;Y;N;S;163500;161981;5;NA;16/01/2001;29/01/2001;sale;1;North Pole;71 ST. NICHOLAS DRIVE, NORTH POLE, FAIRBANKS NORTH STAR,Â  AK, 99705;907-488-4800;northpole@realstateUSA.com
86;Annabelle LALLY;711111196;111-11-0085;AnnabelleLALLY2155@gmail.com;907-488-1504;house;2417;1190 John Kalinas Rd,  NORTH POLE, AK, 99712;12;4;3;2;Y;Y;Y;N;S;255000;249163;5;NA;16/01/2001;07/02/2001;sale;1;North Pole;71 ST. NICHOLAS DRIVE, NORTH POLE, FAIRBANKS NORTH STAR,Â  AK, 99705;907-488-4800;northpole@realstateUSA.com
87;Emma BOSWELL;711111197;111-11-0086;EmmaBOSWELL2155@hotmail.com;907-488-1505;house;1560;1191 John Kalinas Rd,  NORTH POLE, AK, 99712;34;3;3;2;Y;Y;Y;N;E;169000;168939;5;NA;16/01/2001;17/01/2001;sale;1;North Pole;71 ST. NICHOLAS DRIVE, NORTH POLE, FAIRBANKS NORTH STAR,Â  AK, 99705;907-488-4800;northpole@realstateUSA.com
88;Abigail BRADFORD;711111198;111-11-0087;AbigailBRADFORD2155@gmail.com;907-488-1506;house;1224;1192 John Kalinas Rd,  NORTH POLE, AK, 99712;10;2;3;2;Y;Y;Y;Y;W;159500;156534;5;NA;16/01/2001;05/02/2001;sale;1;North Pole;71 ST. NICHOLAS DRIVE, NORTH POLE, FAIRBANKS NORTH STAR,Â  AK, 99705;907-488-4800;northpole@realstateUSA.com
89;Zoe WATERSTON;711111199;111-11-0088;ZoeWATERSTON2155@hotmail.com;907-488-1507;house;1526;1193 John Kalinas Rd,  NORTH POLE, AK, 99712;41;2;1;0;Y;N;Y;Y;N;80000;76652;5;NA;17/01/2001;29/01/2001;sale;1;North Pole;71 ST. NICHOLAS DRIVE, NORTH POLE, FAIRBANKS NORTH STAR,Â  AK, 99705;907-488-4800;northpole@realstateUSA.com
90;Ayla SANGSTER;711111200;111-11-0089;AylaSANGSTER2155@hotmail.com;907-488-1508;house;990;1194 John Kalinas Rd,  NORTH POLE, AK, 99712;1;3;2;0;Y;Y;Y;N;E;118600;111205;5;NA;17/01/2001;29/01/2001;sale;1;North Pole;71 ST. NICHOLAS DRIVE, NORTH POLE, FAIRBANKS NORTH STAR,Â  AK, 99705;907-488-4800;northpole@realstateUSA.com
91;Sarah MCGRATH;711111201;111-11-0090;SarahMCGRATH2155@hotmail.com;907-488-1509;house;1040;1195 John Kalinas Rd,  NORTH POLE, AK, 99712;41;2;1;2;Y;Y;N;N;W;104900;98683;5;NA;17/01/2001;24/01/2001;sale;1;North Pole;71 ST. NICHOLAS DRIVE, NORTH POLE, FAIRBANKS NORTH STAR,Â  AK, 99705;907-488-4800;northpole@realstateUSA.com
92;Alice CARNEGIE;711111202;111-11-0091;AliceCARNEGIE2155@hotmail.com;907-488-1510;house;1235;1196 John Kalinas Rd,  NORTH POLE, AK, 99712;54;2;1;2;Y;Y;Y;N;N;93600;85187;5;NA;17/01/2001;24/01/2001;sale;1;North Pole;71 ST. NICHOLAS DRIVE, NORTH POLE, FAIRBANKS NORTH STAR,Â  AK, 99705;907-488-4800;northpole@realstateUSA.com
93;Isla MCQUEEN;711111203;111-11-0092;IslaMCQUEEN2155@hotmail.com;907-488-1511;house;964;1197 John Kalinas Rd,  NORTH POLE, AK, 99712;14;2;2;2;Y;Y;Y;Y;N;158500;149640;5;NA;17/01/2001;09/02/2001;sale;1;North Pole;71 ST. NICHOLAS DRIVE, NORTH POLE, FAIRBANKS NORTH STAR,Â  AK, 99705;907-488-4800;northpole@realstateUSA.com
94;Eleanor CARRIGAN;711111204;111-11-0093;EleanorCARRIGAN2155@yahoo.com;907-488-1512;house;2291;1198 John Kalinas Rd,  NORTH POLE, AK, 99712;1;4;3;2;Y;N;Y;Y;S;128900;125157;5;NA;17/01/2001;12/02/2001;sale;1;North Pole;71 ST. NICHOLAS DRIVE, NORTH POLE, FAIRBANKS NORTH STAR,Â  AK, 99705;907-488-4800;northpole@realstateUSA.com
95;Olive DORAN;711111205;111-11-0094;OliveDORAN2155@yahoo.com;907-488-1513;house;1786;1199 John Kalinas Rd,  NORTH POLE, AK, 99712;33;3;4;2;Y;Y;Y;N;S;199750;190504;5;NA;17/01/2001;12/02/2001;sale;1;North Pole;71 ST. NICHOLAS DRIVE, NORTH POLE, FAIRBANKS NORTH STAR,Â  AK, 99705;907-488-4800;northpole@realstateUSA.com
96;Chloe PRICE;711111206;111-11-0095;ChloePRICE2155@hotmail.com;907-488-1514;house;1470;1200 John Kalinas Rd,  NORTH POLE, AK, 99712;58;3;3;2;Y;Y;Y;N;E;180000;178868;5;NA;17/01/2001;20/01/2001;sale;1;North Pole;71 ST. NICHOLAS DRIVE, NORTH POLE, FAIRBANKS NORTH STAR,Â  AK, 99705;907-488-4800;northpole@realstateUSA.com
97;Amelia MCROBB;711111207;111-11-0096;AmeliaMCROBB2155@yahoo.com;907-488-1515;house;1588;1201 John Kalinas Rd,  NORTH POLE, AK, 99712;47;3;2;2;Y;Y;Y;N;W;209000;201612;5;NA;17/01/2001;02/02/2001;sale;1;North Pole;71 ST. NICHOLAS DRIVE, NORTH POLE, FAIRBANKS NORTH STAR,Â  AK, 99705;907-488-4800;northpole@realstateUSA.com
98;Amelia LONGMUIR;711111208;111-11-0097;AmeliaLONGMUIR2155@hotmail.com;907-488-1516;house;960;1202 John Kalinas Rd,  NORTH POLE, AK, 99712;22;3;2;1;Y;Y;Y;Y;N;89750;79829;5;NA;17/01/2001;24/01/2001;sale;1;North Pole;71 ST. NICHOLAS DRIVE, NORTH POLE, FAIRBANKS NORTH STAR,Â  AK, 99705;907-488-4800;northpole@realstateUSA.com
99;Billie CAREY;711111209;111-11-0098;BillieCAREY2155@hotmail.com;907-488-1517;house;835;1203 John Kalinas Rd,  NORTH POLE, AK, 99712;68;2;1;1;Y;N;Y;Y;E;78000;71783;5;NA;17/01/2001;03/02/2001;sale;1;North Pole;71 ST. NICHOLAS DRIVE, NORTH POLE, FAIRBANKS NORTH STAR,Â  AK, 99705;907-488-4800;northpole@realstateUSA.com
100;Abigail WEBSTER;711111210;111-11-0099;AbigailWEBSTER2155@yahoo.com;907-488-1518;house;1225;1204 John Kalinas Rd,  NORTH POLE, AK, 99712;63;3;3;0;Y;Y;Y;N;W;123950;118013;5;NA;17/01/2001;05/02/2001;sale;1;North Pole;71 ST. NICHOLAS DRIVE, NORTH POLE, FAIRBANKS NORTH STAR,Â  AK, 99705;907-488-4800;northpole@realstateUSA.com
101;Hannah VANCE;711111211;111-11-0100;HannahVANCE2155@yahoo.com;907-488-1519;house;1610;1205 John Kalinas Rd,  NORTH POLE, AK, 99712;28;3;3;2;Y;Y;Y;N;N;200000;193862;5;NA;17/01/2001;29/01/2001;sale;1;North Pole;71 ST. NICHOLAS DRIVE, NORTH POLE, FAIRBANKS NORTH STAR,Â  AK, 99705;907-488-4800;northpole@realstateUSA.com
102;Eva HOPKINSON;711111212;111-11-0101;EvaHOPKINSON2155@yahoo.com;907-488-1520;house;1732;1206 John Kalinas Rd,  NORTH POLE, AK, 99712;56;3;3;2;Y;Y;Y;N;N;173000;163392;5;NA;17/01/2001;29/01/2001;sale;1;North Pole;71 ST. NICHOLAS DRIVE, NORTH POLE, FAIRBANKS NORTH STAR,Â  AK, 99705;907-488-4800;northpole@realstateUSA.com
103;Ivy PARKIN;711111213;111-11-0102;IvyPARKIN2155@hotmail.com;907-488-1521;house;1535;1207 John Kalinas Rd,  NORTH POLE, AK, 99712;12;4;2;2;Y;Y;N;Y;S;113964;105182;5;NA;17/01/2001;08/02/2001;sale;1;North Pole;71 ST. NICHOLAS DRIVE, NORTH POLE, FAIRBANKS NORTH STAR,Â  AK, 99705;907-488-4800;northpole@realstateUSA.com
104;Elsie MCLEARY;711111214;111-11-0103;ElsieMCLEARY2155@hotmail.com;907-488-1522;house;1226;1208 John Kalinas Rd,  NORTH POLE, AK, 99712;12;3;2;3;Y;Y;Y;Y;S;193900;185540;5;NA;18/01/2001;24/01/2001;sale;1;North Pole;71 ST. NICHOLAS DRIVE, NORTH POLE, FAIRBANKS NORTH STAR,Â  AK, 99705;907-488-4800;northpole@realstateUSA.com
105;Isla MCKIE;711111215;111-11-0104;IslaMCKIE2155@hotmail.com;907-488-1523;house;1818;1209 John Kalinas Rd,  NORTH POLE, AK, 99712;35;4;2;1;Y;Y;Y;N;E;166500;157980;5;NA;18/01/2001;17/02/2001;sale;1;North Pole;71 ST. NICHOLAS DRIVE, NORTH POLE, FAIRBANKS NORTH STAR,Â  AK, 99705;907-488-4800;northpole@realstateUSA.com
106;Eva FLOCKHART;711111216;111-11-0105;EvaFLOCKHART2155@gmail.com;907-488-1524;house;1992;1210 John Kalinas Rd,  NORTH POLE, AK, 99712;56;3;3;2;Y;Y;Y;N;W;247000;238310;5;NA;18/01/2001;14/02/2001;sale;1;North Pole;71 ST. NICHOLAS DRIVE, NORTH POLE, FAIRBANKS NORTH STAR,Â  AK, 99705;907-488-4800;northpole@realstateUSA.com
107;Sienna MACBETH;711111217;111-11-0106;SiennaMACBETH2155@gmail.com;907-488-1525;house;1047;1211 John Kalinas Rd,  NORTH POLE, AK, 99712;66;2;1;1;Y;Y;Y;N;N;97000;87434;5;NA;18/01/2001;09/02/2001;sale;1;North Pole;71 ST. NICHOLAS DRIVE, NORTH POLE, FAIRBANKS NORTH STAR,Â  AK, 99705;907-488-4800;northpole@realstateUSA.com
108;Scarlett COLEMAN;711111218;111-11-0107;ScarlettCOLEMAN2155@gmail.com;907-488-1526;house;789;1212 John Kalinas Rd,  NORTH POLE, AK, 99712;59;2;1;1;Y;Y;Y;Y;E;112000;110245;5;NA;18/01/2001;29/01/2001;sale;1;North Pole;71 ST. NICHOLAS DRIVE, NORTH POLE, FAIRBANKS NORTH STAR,Â  AK, 99705;907-488-4800;northpole@realstateUSA.com
109;Hannah ROBERTSON;711111219;111-11-0108;HannahROBERTSON2155@hotmail.com;907-488-1527;house;1517;1213 John Kalinas Rd,  NORTH POLE, AK, 99712;15;3;2;0;Y;N;Y;Y;W;112000;104130;5;NA;18/01/2001;16/02/2001;sale;1;North Pole;71 ST. NICHOLAS DRIVE, NORTH POLE, FAIRBANKS NORTH STAR,Â  AK, 99705;907-488-4800;northpole@realstateUSA.com
110;Aaliyah HOLMES;711111220;111-11-0109;AaliyahHOLMES2155@hotmail.com;907-488-1528;house;1844;1214 John Kalinas Rd,  NORTH POLE, AK, 99712;61;3;2;2;Y;Y;Y;N;N;187000;182567;5;NA;18/01/2001;19/01/2001;sale;1;North Pole;71 ST. NICHOLAS DRIVE, NORTH POLE, FAIRBANKS NORTH STAR,Â  AK, 99705;907-488-4800;northpole@realstateUSA.com
111;Aria MCINALLY;711111221;111-11-0110;AriaMCINALLY2155@yahoo.com;907-488-1529;house;1855;1215 John Kalinas Rd,  NORTH POLE, AK, 99712;52;4;2;1;Y;Y;Y;N;N;133900;130870;5;NA;18/01/2001;12/02/2001;sale;1;North Pole;71 ST. NICHOLAS DRIVE, NORTH POLE, FAIRBANKS NORTH STAR,Â  AK, 99705;907-488-4800;northpole@realstateUSA.com
112;Paige GRANGER;711111222;111-11-0111;PaigeGRANGER2155@gmail.com;907-488-1530;house;1430;1216 John Kalinas Rd,  NORTH POLE, AK, 99712;60;3;3;2;Y;Y;Y;N;S;177000;167321;5;NA;18/01/2001;22/01/2001;sale;1;North Pole;71 ST. NICHOLAS DRIVE, NORTH POLE, FAIRBANKS NORTH STAR,Â  AK, 99705;907-488-4800;northpole@realstateUSA.com
113;Elsie MCFADYEN;711111223;111-11-0112;ElsieMCFADYEN2155@hotmail.com;907-488-1531;house;2696;1217 John Kalinas Rd,  NORTH POLE, AK, 99712;42;4;4;3;Y;Y;Y;Y;S;380970;377785;5;NA;18/01/2001;06/02/2001;sale;1;North Pole;71 ST. NICHOLAS DRIVE, NORTH POLE, FAIRBANKS NORTH STAR,Â  AK, 99705;907-488-4800;northpole@realstateUSA.com
114;Annabelle MACLELLAN;711111224;111-11-0113;AnnabelleMACLELLAN2155@hotmail.com;907-488-1532;house;2259;1218 John Kalinas Rd,  NORTH POLE, AK, 99712;22;3;3;2;Y;Y;Y;Y;E;214000;205881;5;NA;18/01/2001;01/02/2001;sale;1;North Pole;71 ST. NICHOLAS DRIVE, NORTH POLE, FAIRBANKS NORTH STAR,Â  AK, 99705;907-488-4800;northpole@realstateUSA.com
115;Sarah MACLAREN;711111225;111-11-0114;SarahMACLAREN2155@hotmail.com;907-488-1533;house;2320;1219 John Kalinas Rd,  NORTH POLE, AK, 99712;13;3;4;1;Y;Y;Y;N;W;256500;253121;5;NA;18/01/2001;30/01/2001;sale;1;North Pole;71 ST. NICHOLAS DRIVE, NORTH POLE, FAIRBANKS NORTH STAR,Â  AK, 99705;907-488-4800;northpole@realstateUSA.com
116;Jasmine WHITFIELD;711111226;111-11-0115;JasmineWHITFIELD2155@gmail.com;907-488-1534;house;1458;1220 John Kalinas Rd,  NORTH POLE, AK, 99712;55;2;3;2;Y;Y;Y;N;N;173000;168790;5;NA;18/01/2001;07/02/2001;sale;1;North Pole;71 ST. NICHOLAS DRIVE, NORTH POLE, FAIRBANKS NORTH STAR,Â  AK, 99705;907-488-4800;northpole@realstateUSA.com
117;Thea SLAVIN;711111227;111-11-0116;TheaSLAVIN2155@yahoo.com;907-488-1535;house;1092;1221 John Kalinas Rd,  NORTH POLE, AK, 99712;11;3;2;1;Y;Y;Y;N;E;136000;126279;5;NA;18/01/2001;02/02/2001;sale;1;North Pole;71 ST. NICHOLAS DRIVE, NORTH POLE, FAIRBANKS NORTH STAR,Â  AK, 99705;907-488-4800;northpole@realstateUSA.com
118;Elizabeth WIGHT;711111228;111-11-0117;ElizabethWIGHT2155@gmail.com;907-488-1536;house;1125;1222 John Kalinas Rd,  NORTH POLE, AK, 99712;54;2;2;2;Y;Y;Y;Y;W;152000;142649;5;NA;18/01/2001;22/01/2001;sale;1;North Pole;71 ST. NICHOLAS DRIVE, NORTH POLE, FAIRBANKS NORTH STAR,Â  AK, 99705;907-488-4800;northpole@realstateUSA.com
119;Billie CAREY;711111229;111-11-0118;BillieCAREY2155@gmail.com;907-488-1537;house;3222;1223 John Kalinas Rd,  NORTH POLE, AK, 99712;30;5;4;3;Y;Y;Y;Y;N;317000;310444;5;NA;19/01/2001;14/02/2001;sale;1;North Pole;71 ST. NICHOLAS DRIVE, NORTH POLE, FAIRBANKS NORTH STAR,Â  AK, 99705;907-488-4800;northpole@realstateUSA.com
120;Paige BREMNER;711111230;111-11-0119;PaigeBREMNER2155@gmail.com;907-488-1538;house;1456;1224 John Kalinas Rd,  NORTH POLE, AK, 99712;65;3;3;2;Y;Y;Y;N;N;160990;157922;5;NA;19/01/2001;12/02/2001;sale;1;North Pole;71 ST. NICHOLAS DRIVE, NORTH POLE, FAIRBANKS NORTH STAR,Â  AK, 99705;907-488-4800;northpole@realstateUSA.com
121;Rose HOLLIDAY;711111231;111-11-0120;RoseHOLLIDAY2155@gmail.com;907-488-1539;house;988;1225 John Kalinas Rd,  NORTH POLE, AK, 99712;27;1;2;2;Y;Y;Y;N;S;177000;173334;5;NA;19/01/2001;07/02/2001;sale;1;North Pole;71 ST. NICHOLAS DRIVE, NORTH POLE, FAIRBANKS NORTH STAR,Â  AK, 99705;907-488-4800;northpole@realstateUSA.com
122;Brooklyn LIU;711111232;111-11-0121;BrooklynLIU2155@hotmail.com;907-488-1540;house;1123;1226 John Kalinas Rd,  NORTH POLE, AK, 99712;27;3;1;1;Y;Y;Y;N;S;97000;95250;5;NA;19/01/2001;17/02/2001;sale;1;North Pole;71 ST. NICHOLAS DRIVE, NORTH POLE, FAIRBANKS NORTH STAR,Â  AK, 99705;907-488-4800;northpole@realstateUSA.com
123;Lucy RAHMAN;711111233;111-11-0122;LucyRAHMAN2155@hotmail.com;907-488-1541;house;1080;1227 John Kalinas Rd,  NORTH POLE, AK, 99712;55;3;1;1;Y;Y;Y;Y;E;133000;126203;5;NA;19/01/2001;12/02/2001;sale;1;North Pole;71 ST. NICHOLAS DRIVE, NORTH POLE, FAIRBANKS NORTH STAR,Â  AK, 99705;907-488-4800;northpole@realstateUSA.com
124;Eliza PATERSON;711111234;111-11-0123;ElizaPATERSON2155@hotmail.com;907-488-1542;house;1199;1228 John Kalinas Rd,  NORTH POLE, AK, 99712;70;2;2;2;Y;Y;Y;Y;W;150900;145488;5;NA;19/01/2001;01/02/2001;sale;1;North Pole;71 ST. NICHOLAS DRIVE, NORTH POLE, FAIRBANKS NORTH STAR,Â  AK, 99705;907-488-4800;northpole@realstateUSA.com
125;Charlie MEARNS;711111235;111-11-0124;CharlieMEARNS2155@gmail.com;907-488-1543;house;1586;1229 John Kalinas Rd,  NORTH POLE, AK, 99712;68;3;2;2;Y;Y;Y;N;N;178000;175657;5;NA;19/01/2001;14/02/2001;sale;1;North Pole;71 ST. NICHOLAS DRIVE, NORTH POLE, FAIRBANKS NORTH STAR,Â  AK, 99705;907-488-4800;northpole@realstateUSA.com
126;Aurora MCCOLM;711111236;111-11-0125;AuroraMCCOLM2155@yahoo.com;907-488-1544;house;754;1230 John Kalinas Rd,  NORTH POLE, AK, 99712;57;2;2;0;Y;N;Y;N;E;81500;72833;5;NA;19/01/2001;05/02/2001;sale;1;North Pole;71 ST. NICHOLAS DRIVE, NORTH POLE, FAIRBANKS NORTH STAR,Â  AK, 99705;907-488-4800;northpole@realstateUSA.com
127;Aurora PATE;711111237;111-11-0126;AuroraPATE2155@yahoo.com;907-488-1545;house;958;1231 John Kalinas Rd,  NORTH POLE, AK, 99712;1;2;2;2;Y;Y;Y;N;W;125000;121897;5;NA;19/01/2001;12/02/2001;sale;1;North Pole;71 ST. NICHOLAS DRIVE, NORTH POLE, FAIRBANKS NORTH STAR,Â  AK, 99705;907-488-4800;northpole@realstateUSA.com
128;Grace MOODY;711111238;111-11-0127;GraceMOODY2155@gmail.com;907-488-1546;house;840;1232 John Kalinas Rd,  NORTH POLE, AK, 99712;53;3;1;0;Y;Y;Y;Y;N;84000;76379;5;NA;19/01/2001;31/01/2001;sale;1;North Pole;71 ST. NICHOLAS DRIVE, NORTH POLE, FAIRBANKS NORTH STAR,Â  AK, 99705;907-488-4800;northpole@realstateUSA.com
